"FTE Staffing Report for 2013-14"

"District","School","Assignment Category","Educator Type","FTE Count"
,="Plainfield High School",="Special Education - Teachers and Instructors",="Certified",9.0
,="Plainfield Memorial School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Shepard Hill Elementary School",="Special Education - Teachers and Instructors",="Certified",6.0
="Plainville School District",="Frank T. Wheeler School",="Special Education - Teachers and Instructors",="Certified",4.2
,="Linden Street School",="Special Education - Teachers and Instructors",="Certified",6.2
,="Louis Toffolon School",="Special Education - Teachers and Instructors",="Certified",4.2
,="Middle School of Plainville",="Special Education - Teachers and Instructors",="Certified",8.2
,="Plainville High School",="Special Education - Teachers and Instructors",="Certified",6.2
,="Prekindergarten Program",="Special Education - Teachers and Instructors",="Certified",3.0
="Plymouth School District",="Eli Terry Jr. Middle School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Harry S. Fisher Elementary School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Plymouth Center School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Terryville High School",="Special Education - Teachers and Instructors",="Certified",5.0
="Pomfret School District",="Pomfret Community School",="Special Education - Teachers and Instructors",="Certified",4.0
="Portland School District",="Brownstone Intermediate School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Gildersleeve School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Portland High School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Portland Middle School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Valley View School",="Special Education - Teachers and Instructors",="Certified",3.0
="Preston School District",="Preston Plains School",="Special Education - Teachers and Instructors",="Certified",1.8
,="Preston Veterans' Memorial School",="Special Education - Teachers and Instructors",="Certified",3.0
="Putnam School District",="Helping Hands",="Special Education - Teachers and Instructors",="Certified",1.0
,="Putnam Elementary School",="Special Education - Teachers and Instructors",="Certified",8.0
,="Putnam High School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Putnam Middle School",="Special Education - Teachers and Instructors",="Certified",4.0
="Redding School District",="John Read Middle School",="Special Education - Teachers and Instructors",="Certified",8.2
,="Redding Elementary School",="Special Education - Teachers and Instructors",="Certified",7.6
="Regional School District 01",="Housatonic Valley Regional High School",="Special Education - Teachers and Instructors",="Certified",6.0
="Regional School District 04",="John Winthrop Middle School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Valley Regional High School",="Special Education - Teachers and Instructors",="Certified",5.0
="Regional School District 05",="Amity Middle School: Bethany",="Special Education - Teachers and Instructors",="Certified",3.0
,="Amity Middle School: Orange",="Special Education - Teachers and Instructors",="Certified",3.0
,="Amity Regional High School",="Special Education - Teachers and Instructors",="Certified",11.0
="Regional School District 06",="Goshen Center School",="Special Education - Teachers and Instructors",="Certified",1.4
,="James Morris School",="Special Education - Teachers and Instructors",="Certified",1.5
,="Wamogo Regional High School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Warren Elementary School",="Special Education - Teachers and Instructors",="Certified",1.4
="Regional School District 07",="AIM",="Special Education - Teachers and Instructors",="Certified",1.0
,="FLEX",="Special Education - Teachers and Instructors",="Certified",1.0
,="Intensive Learning Program",="Special Education - Teachers and Instructors",="Certified",1.0
,="Links",="Special Education - Teachers and Instructors",="Certified",1.0
,="Northwestern Regional High School",="Special Education - Teachers and Instructors",="Certified",5.3
,="Northwestern Regional Middle School",="Special Education - Teachers and Instructors",="Certified",4.0
,="STEP",="Special Education - Teachers and Instructors",="Certified",0.4
="Regional School District 08",="RHAM High School",="Special Education - Teachers and Instructors",="Certified",12.2
,="RHAM Middle School",="Special Education - Teachers and Instructors",="Certified",8.9
="Regional School District 09",="Joel Barlow High School",="Special Education - Teachers and Instructors",="Certified",8.7
="Regional School District 10",="Har-Bur Middle School",="Special Education - Teachers and Instructors",="Certified",11.0
,="Harwinton Consolidated School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Lake Garda Elementary School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Lewis S. Mills High School",="Special Education - Teachers and Instructors",="Certified",8.4
="Regional School District 11",="Parish Hill High School",="Special Education - Teachers and Instructors",="Certified",5.0
="Regional School District 12",="Booth Free School",="Special Education - Teachers and Instructors",="Certified",1.0
,="Shepaug Valley School",="Special Education - Teachers and Instructors",="Certified",7.5
,="The Burnham School",="Special Education - Teachers and Instructors",="Certified",1.0
,="Washington Primary School",="Special Education - Teachers and Instructors",="Certified",4.0
="Regional School District 13",="Coginchaug Regional High School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Francis E. Korn School",="Special Education - Teachers and Instructors",="Certified",1.0
,="Frank Ward Strong School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Frederick Brewster School",="Special Education - Teachers and Instructors",="Certified",3.6
,="John Lyman School",="Special Education - Teachers and Instructors",="Certified",1.6
,="Middlefield Memorial School",="Special Education - Teachers and Instructors",="Certified",3.0
="Regional School District 14",="Bethlehem Elementary School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Integrated Star Preschool Program",="Special Education - Teachers and Instructors",="Certified",2.0
,="Mitchell Elementary School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Nonnewaug High School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Woodbury Middle School",="Special Education - Teachers and Instructors",="Certified",4.0
="Regional School District 15",="Gainfield Elementary School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Long Meadow Elementary School",="Special Education - Teachers and Instructors",="Certified",8.0
,="Memorial Middle School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Middlebury Elementary School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Pomperaug Regional High School",="Special Education - Teachers and Instructors",="Certified",11.0
,="Pomperaug School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Rochambeau Middle School",="Special Education - Teachers and Instructors",="Certified",4.0
="Regional School District 16",="Algonquin School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Community School",="Special Education - Teachers and Instructors",="Certified",1.6
,="Laurel Ledge School",="Special Education - Teachers and Instructors",="Certified",3.4
,="Long River Middle School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Woodland Regional High School",="Special Education - Teachers and Instructors",="Certified",3.6
="Regional School District 17",="Burr District Elementary School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Haddam Elementary School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Haddam-Killingworth High School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Haddam-Killingworth Middle School",="Special Education - Teachers and Instructors",="Certified",8.0
,="Killingworth Elementary School",="Special Education - Teachers and Instructors",="Certified",2.0
="Regional School District 18",="Center School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Lyme Consolidated School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Lyme-Old Lyme High School",="Special Education - Teachers and Instructors",="Certified",5.1
,="Lyme-Old Lyme Middle School",="Special Education - Teachers and Instructors",="Certified",3.9
,="Mile Creek School",="Special Education - Teachers and Instructors",="Certified",6.0
="Regional School District 19",="E. O. Smith High School",="Special Education - Teachers and Instructors",="Certified",14.5
="Ridgefield School District",="Barlow Mountain Elementary School",="Special Education - Teachers and Instructors",="Certified",8.2
,="Branchville Elementary School",="Special Education - Teachers and Instructors",="Certified",2.0
,="East Ridge Middle School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Farmingville Elementary School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Ridgebury Elementary School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Ridgefield High School",="Special Education - Teachers and Instructors",="Certified",10.4
,="Ridgefield Transition Program",="Special Education - Teachers and Instructors",="Certified",0.2
,="Scotland Elementary School",="Special Education - Teachers and Instructors",="Certified",2.8
,="Scotts Ridge Middle School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Veterans Park Elementary School",="Special Education - Teachers and Instructors",="Certified",1.8
="Rocky Hill School District",="Albert D. Griswold Middle School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Myrtle H. Stevens School",="Special Education - Teachers and Instructors",="Certified",5.5
,="Rocky Hill High School",="Special Education - Teachers and Instructors",="Certified",6.0
,="West Hill School",="Special Education - Teachers and Instructors",="Certified",5.3
="Salem School District",="Salem Elementary School",="Special Education - Teachers and Instructors",="Certified",5.0
="Salisbury School District",="Salisbury Central School",="Special Education - Teachers and Instructors",="Certified",2.0
="Scotland School District",="Scotland Elementary School",="Special Education - Teachers and Instructors",="Certified",3.0
="Seymour School District",="Bungay School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Chatfield-LoPresti School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Seymour High School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Seymour Middle School",="Special Education - Teachers and Instructors",="Certified",6.0
="Sharon School District",="Sharon Center School",="Special Education - Teachers and Instructors",="Certified",3.5
="Shelton School District",="Mohegan School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Booth Hill School",="Special Education - Teachers and Instructors",="Certified",1.0
,="Elizabeth Shelton School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Intermediate School",="Special Education - Teachers and Instructors",="Certified",5.8
,="Long Hill School",="Special Education - Teachers and Instructors",="Certified",6.5
,="Perry Hill Elementary School",="Special Education - Teachers and Instructors",="Certified",8.0
,="Shelton High School",="Special Education - Teachers and Instructors",="Certified",10.6
,="Sunnyside School",="Special Education - Teachers and Instructors",="Certified",2.5
="Sherman School District",="Sherman School",="Special Education - Teachers and Instructors",="Certified",5.4
="Side By Side Charter School District",="Side By Side Charter School",="Special Education - Teachers and Instructors",="Certified",1.0
="Simsbury School District",="Central School",="Special Education - Teachers and Instructors",="Certified",5.1
,="Henry James Memorial School",="Special Education - Teachers and Instructors",="Certified",5.7
,="Latimer Lane School",="Special Education - Teachers and Instructors",="Certified",2.1
,="Simsbury High School",="Special Education - Teachers and Instructors",="Certified",12.4
,="Squadron Line School",="Special Education - Teachers and Instructors",="Certified",6.9
,="Tariffville School",="Special Education - Teachers and Instructors",="Certified",1.1
,="Tootin' Hills School",="Special Education - Teachers and Instructors",="Certified",3.8
="Somers School District",="Mabelle B. Avery Middle School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Somers Elementary School",="Special Education - Teachers and Instructors",="Certified",7.5
,="Somers High School",="Special Education - Teachers and Instructors",="Certified",6.0
="South Windsor School District",="Pleasant Valley School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Eli Terry School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Orchard Hill School",="Special Education - Teachers and Instructors",="Certified",1.5
,="Philip R. Smith School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Project Worth Young Adult Academy",="Special Education - Teachers and Instructors",="Certified",1.0
,="South Windsor High School",="Special Education - Teachers and Instructors",="Certified",12.3
,="Timothy Edwards School",="Special Education - Teachers and Instructors",="Certified",11.7
,="Wapping Elementary School",="Special Education - Teachers and Instructors",="Certified",6.0
="Southington School District",="John F. Kennedy Middle School",="Special Education - Teachers and Instructors",="Certified",11.0
,="Derynoski Elementary School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Flanders Elementary School",="Special Education - Teachers and Instructors",="Certified",1.5
,="Hatton Elementary School",="Special Education - Teachers and Instructors",="Certified",8.9
,="Joseph A. Depaolo Middle School",="Special Education - Teachers and Instructors",="Certified",9.0
,="Plantsville Elementary School",="Special Education - Teachers and Instructors",="Certified",1.8
,="South End Elementary School",="Special Education - Teachers and Instructors",="Certified",1.5
,="Southington High School",="Special Education - Teachers and Instructors",="Certified",20.6
,="Strong Elementary School",="Special Education - Teachers and Instructors",="Certified",2.6
,="Thalberg Elementary School",="Special Education - Teachers and Instructors",="Certified",1.9
,="Urbin T. Kelley School",="Special Education - Teachers and Instructors",="Certified",2.0
="Sprague School District",="Sayles School",="Special Education - Teachers and Instructors",="Certified",4.0
="Stafford School District",="Stafford Elementary School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Stafford High School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Stafford Middle School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Staffordville School",="Special Education - Teachers and Instructors",="Certified",3.0
,="West Stafford School",="Special Education - Teachers and Instructors",="Certified",2.0
="Stamford Academy District",="Stamford Academy",="Special Education - Teachers and Instructors",="Certified",1.5
="Stamford School District",="Cloonan School",="Special Education - Teachers and Instructors",="Certified",10.0
,="Davenport Ridge School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Dolan School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Hart School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Julia A. Stark School",="Special Education - Teachers and Instructors",="Certified",4.0
,="K. T. Murphy School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Newfield School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Northeast School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Preschool Team",="Special Education - Teachers and Instructors",="Certified",10.0
,="Rippowam Middle School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Rogers International School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Roxbury School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Scofield Middle School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Springdale School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Stamford High School",="Special Education - Teachers and Instructors",="Certified",13.2
,="Stillmeadow School",="Special Education - Teachers and Instructors",="Certified",8.5
,="The Academy of Information Technology",="Special Education - Teachers and Instructors",="Certified",3.0
,="Toquam Magnet School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Turn of River School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Westhill High School",="Special Education - Teachers and Instructors",="Certified",13.4
,="Westover School",="Special Education - Teachers and Instructors",="Certified",4.0
="Sterling School District",="Sterling Community School",="Special Education - Teachers and Instructors",="Certified",5.0
="Stonington School District",="Deans Mill School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Mystic Middle School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Pawcatuck Middle School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Stonington BOE Pre-School",="Special Education - Teachers and Instructors",="Certified",1.0
,="Stonington HS PreK",="Special Education - Teachers and Instructors",="Certified",1.0
,="Stonington High School",="Special Education - Teachers and Instructors",="Certified",11.4
,="West Broad Street School",="Special Education - Teachers and Instructors",="Certified",2.0
,="West Vine Street School",="Special Education - Teachers and Instructors",="Certified",2.0
="Stratford School District",="Eli Whitney School",="Special Education - Teachers and Instructors",="Certified",1.8
,="Bunnell High School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Chapel School",="Special Education - Teachers and Instructors",="Certified",3.0
,="David Wooster Middle School",="Special Education - Teachers and Instructors",="Certified",5.5
,="Franklin School",="Special Education - Teachers and Instructors",="Certified",2.5
,="Harry B. Flood Middle School",="Special Education - Teachers and Instructors",="Certified",6.5
,="Honeyspot School",="Special Education - Teachers and Instructors",="Certified",1.0
,="Lordship School",="Special Education - Teachers and Instructors",="Certified",1.0
,="Nichols School",="Special Education - Teachers and Instructors",="Certified",2.0
,="STRIVE-Stratford",="Special Education - Teachers and Instructors",="Certified",1.8
,="Second Hill Lane School",="Special Education - Teachers and Instructors",="Certified",10.0
,="Stratford Academy - Johnson House",="Special Education - Teachers and Instructors",="Certified",4.0
,="Stratford High School",="Special Education - Teachers and Instructors",="Certified",8.0
,="Wilcoxson School",="Special Education - Teachers and Instructors",="Certified",1.5
="Suffield School District",="A. Ward Spaulding School",="Special Education - Teachers and Instructors",="Certified",6.0
,="McAlister Intermediate School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Suffield High School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Suffield Middle School",="Special Education - Teachers and Instructors",="Certified",6.0
="Thomaston School District",="Black Rock School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Thomaston Center School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Thomaston High School",="Special Education - Teachers and Instructors",="Certified",5.0
="Thompson School District",="Mary R. Fisher Elementary School",="Special Education - Teachers and Instructors",="Certified",2.8
,="Thompson Middle School",="Special Education - Teachers and Instructors",="Certified",3.6
,="Tourtellotte Memorial High School",="Special Education - Teachers and Instructors",="Certified",2.0
="Tolland School District",="Birch Grove Primary School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Tolland High School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Tolland Intermediate School",="Special Education - Teachers and Instructors",="Certified",7.8
,="Tolland Middle School",="Special Education - Teachers and Instructors",="Certified",8.0
="Torrington School District",="East School",="Special Education - Teachers and Instructors",="Certified",6.5
,="Forbes School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Southwest School",="Special Education - Teachers and Instructors",="Certified",1.2
,="Torringford School",="Special Education - Teachers and Instructors",="Certified",6.2
,="Torrington High School",="Special Education - Teachers and Instructors",="Certified",10.4
,="Torrington Middle School",="Special Education - Teachers and Instructors",="Certified",12.5
,="Vogel-Wetmore School",="Special Education - Teachers and Instructors",="Certified",7.1
="Trailblazers Academy District",="Trailblazers Academy",="Special Education - Teachers and Instructors",="Certified",2.5
="Trumbull School District",="Booth Hill School",="Special Education - Teachers and Instructors",="Certified",2.4
,="Daniels Farm School",="Special Education - Teachers and Instructors",="Certified",2.9
,="Frenchtown Elementary School",="Special Education - Teachers and Instructors",="Certified",8.1
,="Hillcrest Middle School",="Special Education - Teachers and Instructors",="Certified",9.3
,="Jane Ryan School",="Special Education - Teachers and Instructors",="Certified",2.9
,="Madison Middle School",="Special Education - Teachers and Instructors",="Certified",9.8
,="Middlebrook School",="Special Education - Teachers and Instructors",="Certified",3.4
,="Tashua School",="Special Education - Teachers and Instructors",="Certified",3.4
,="Trumbull Early Childhood Education Center",="Special Education - Teachers and Instructors",="Certified",10.1
,="Trumbull High School",="Special Education - Teachers and Instructors",="Certified",15.9
="Unified School District #1",="Bridgeport Correctional Center",="Special Education - Teachers and Instructors",="Certified",1.0
,="Brooklyn Correctional Institution",="Special Education - Teachers and Instructors",="Certified",1.0
,="Cheshire Correctional Institution",="Special Education - Teachers and Instructors",="Certified",1.0
,="Corrigan/Radgowski Correctional Institution",="Special Education - Teachers and Instructors",="Certified",3.0
,="Enfield Correctional Institution",="Special Education - Teachers and Instructors",="Certified",1.0
,="Garner Correctional Institution",="Special Education - Teachers and Instructors",="Certified",1.0
,="Hartford Correctional Center",="Special Education - Teachers and Instructors",="Certified",1.0
,="MacDougall/Walker Correctional Institution",="Special Education - Teachers and Instructors",="Certified",4.0
,="Manson Youth Institution",="Special Education - Teachers and Instructors",="Certified",7.0
,="New Haven Correctional Center",="Special Education - Teachers and Instructors",="Certified",1.0
,="Northern Correctional Institution",="Special Education - Teachers and Instructors",="Certified",1.0
,="Osborn Correctional Institution",="Special Education - Teachers and Instructors",="Certified",1.0
,="Willard/Cybulski Correctional Institution",="Special Education - Teachers and Instructors",="Certified",1.0
,="York Correctional Institution",="Special Education - Teachers and Instructors",="Certified",2.0
="Unified School District #2",="Children's Place School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Riverview School",="Special Education - Teachers and Instructors",="Certified",15.0
,="Walter G. Cady School",="Special Education - Teachers and Instructors",="Certified",18.8
="Union School District",="Union Elementary School",="Special Education - Teachers and Instructors",="Certified",0.8
="Vernon School District",="Northeast School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Center Road School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Lake Street School",="Special Education - Teachers and Instructors",="Certified",5.5
,="Maple Street School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Rockville High School",="Special Education - Teachers and Instructors",="Certified",12.6
,="Skinner Road School",="Special Education - Teachers and Instructors",="Certified",3.5
,="Vernon Center Middle School",="Special Education - Teachers and Instructors",="Certified",8.5
="Voluntown School District",="Voluntown Elementary School",="Special Education - Teachers and Instructors",="Certified",3.0
="Wallingford School District",="Highland School",="Special Education - Teachers and Instructors",="Certified",1.5
,="A.R.T.S. Academy",="Special Education - Teachers and Instructors",="Certified",2.0
,="Cook Hill School",="Special Education - Teachers and Instructors",="Certified",6.5
,="Dag Hammarskjold Middle School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Evarts C. Stevens School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Harvest Park",="Special Education - Teachers and Instructors",="Certified",1.0
,="James H. Moran Middle School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Lyman Hall High School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Mark T. Sheehan High School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Moses Y. Beach School",="Special Education - Teachers and Instructors",="Certified",1.2
,="Multi-Vocational Life Skills Program",="Special Education - Teachers and Instructors",="Certified",2.0
,="Parker Farms School",="Special Education - Teachers and Instructors",="Certified",2.5
,="Pond Hill School",="Special Education - Teachers and Instructors",="Certified",2.5
,="Rock Hill School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Yalesville School",="Special Education - Teachers and Instructors",="Certified",3.8
="Waterbury School District",="West Side Middle School",="Special Education - Teachers and Instructors",="Certified",14.0
,="Washington School",="Special Education - Teachers and Instructors",="Certified",2.1
,="B. W. Tinker School",="Special Education - Teachers and Instructors",="Certified",4.6
,="Bucks Hill School",="Special Education - Teachers and Instructors",="Certified",7.9
,="Bunker Hill School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Carrington School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Crosby High School",="Special Education - Teachers and Instructors",="Certified",13.0
,="Driggs School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Duggan School",="Special Education - Teachers and Instructors",="Certified",6.1
,="Enlightenment School",="Special Education - Teachers and Instructors",="Certified",8.0
,="F. J. Kingsbury School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Gilmartin School",="Special Education - Teachers and Instructors",="Certified",5.0
,="H. S. Chase School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Hopeville School",="Special Education - Teachers and Instructors",="Certified",4.0
,="John F. Kennedy High School",="Special Education - Teachers and Instructors",="Certified",10.0
,="Maloney Interdistrict Magnet School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Margaret M. Generali Elementary School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Michael F. Wallace Middle School",="Special Education - Teachers and Instructors",="Certified",14.0
,="North End Middle School",="Special Education - Teachers and Instructors",="Certified",16.0
,="Reed School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Regan School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Rotella Interdistrict Magnet School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Special Education Preschool",="Special Education - Teachers and Instructors",="Certified",12.0
,="Sprague School",="Special Education - Teachers and Instructors",="Certified",3.0
,="State Street School",="Special Education - Teachers and Instructors",="Certified",10.0
,="Walsh School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Waterbury Arts Magnet School (High)",="Special Education - Teachers and Instructors",="Certified",2.5
,="Waterbury Arts Magnet School (Middle)",="Special Education - Teachers and Instructors",="Certified",2.5
,="Waterbury Career Academy",="Special Education - Teachers and Instructors",="Certified",0.8
,="Wendell L. Cross School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Wilby High School",="Special Education - Teachers and Instructors",="Certified",14.2
,="Woodrow Wilson School",="Special Education - Teachers and Instructors",="Certified",6.0
="Waterford School District",="Clark Lane Middle School",="Special Education - Teachers and Instructors",="Certified",6.5
,="Great Neck Elementary School",="Special Education - Teachers and Instructors",="Certified",4.5
,="Oswegatchie Elementary School",="Special Education - Teachers and Instructors",="Certified",5.4
,="Quaker Hill Elementary School",="Special Education - Teachers and Instructors",="Certified",4.5
,="Waterford High School",="Special Education - Teachers and Instructors",="Certified",7.4
="Watertown School District",="Fletcher W. Judson School",="Special Education - Teachers and Instructors",="Certified",2.0
,="John Trumbull Primary School",="Special Education - Teachers and Instructors",="Certified",8.0
,="Polk School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Swift Middle School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Watertown High School",="Special Education - Teachers and Instructors",="Certified",9.0
="West Hartford School District",="Smith School",="Special Education - Teachers and Instructors",="Certified",1.7
,="Achieve",="Special Education - Teachers and Instructors",="Certified",1.0
,="Aiken School",="Special Education - Teachers and Instructors",="Certified",3.2
,="Braeburn School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Bristow Middle School",="Special Education - Teachers and Instructors",="Certified",4.8
,="Bugbee School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Charter Oak International Academy",="Special Education - Teachers and Instructors",="Certified",2.0
,="Conard High School",="Special Education - Teachers and Instructors",="Certified",13.1
,="Duffy School",="Special Education - Teachers and Instructors",="Certified",1.2
,="Hall High School",="Special Education - Teachers and Instructors",="Certified",12.5
,="King Philip Middle School",="Special Education - Teachers and Instructors",="Certified",13.0
,="Morley School",="Special Education - Teachers and Instructors",="Certified",1.5
,="Norfeldt School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Sedgwick Middle School",="Special Education - Teachers and Instructors",="Certified",9.0
,="WAAVE (W Hartford Applied Academic/Voc'l Experience)",="Special Education - Teachers and Instructors",="Certified",1.5
,="Webster Hill School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Whiting Lane School",="Special Education - Teachers and Instructors",="Certified",13.0
,="Wolcott School",="Special Education - Teachers and Instructors",="Certified",6.0
="West Haven School District",="Washington School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Alma E. Pagels School",="Special Education - Teachers and Instructors",="Certified",9.0
,="Carrigan 5/6 Intermediate School",="Special Education - Teachers and Instructors",="Certified",13.2
,="Edith E. Mackrille School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Forest School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Harry M. Bailey Middle School",="Special Education - Teachers and Instructors",="Certified",11.5
,="Life Skills",="Special Education - Teachers and Instructors",="Certified",1.0
,="Savin Rock Community School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Seth G. Haley School",="Special Education - Teachers and Instructors",="Certified",7.0
,="West Haven High School",="Special Education - Teachers and Instructors",="Certified",14.8
="Westbrook School District",="Daisy Ingraham School",="Special Education - Teachers and Instructors",="Certified",5.3
,="Westbrook High School",="Special Education - Teachers and Instructors",="Certified",3.8
,="Westbrook Middle School",="Special Education - Teachers and Instructors",="Certified",3.5
="Weston School District",="Hurlbutt Elementary School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Weston High School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Weston Intermediate School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Weston Middle School",="Special Education - Teachers and Instructors",="Certified",6.0
="Westport School District",="Bedford Middle School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Coleytown Elementary School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Coleytown Middle School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Green's Farms School",="Special Education - Teachers and Instructors",="Certified",4.0
,="King's Highway Elementary School",="Special Education - Teachers and Instructors",="Certified",3.5
,="Long Lots School",="Special Education - Teachers and Instructors",="Certified",3.3
,="Saugatuck Elementary School",="Special Education - Teachers and Instructors",="Certified",3.5
,="Staples High School",="Special Education - Teachers and Instructors",="Certified",17.5
,="Stepping Stones Preschool",="Special Education - Teachers and Instructors",="Certified",5.7
="Wethersfield School District",="Alfred W. Hanmer School",="Special Education - Teachers and Instructors",="Certified",2.7
,="Charles Wright School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Emerson-Williams School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Highcrest School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Samuel B. Webb Elementary School",="Special Education - Teachers and Instructors",="Certified",5.9
,="Silas Deane Middle School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Wethersfield High School",="Special Education - Teachers and Instructors",="Certified",8.0
