"FTE Staffing Report for 2010-11"

"District","School","Assignment Category","Educator Type","FTE Count"
="Regional School District 10",="Har-Bur Middle School",="General Education - Teachers and Instructors",="Certified",58.6
,="Harwinton Consolidated School",="General Education - Teachers and Instructors",="Certified",28.6
,="Lake Garda Elementary School",="General Education - Teachers and Instructors",="Certified",32.8
,="Lewis S. Mills High School",="General Education - Teachers and Instructors",="Certified",50.8
="Regional School District 11",="Parish Hill High School",="General Education - Teachers and Instructors",="Certified",25.0
="Regional School District 12",="Booth Free School",="General Education - Teachers and Instructors",="Certified",8.3
,="Shepaug Valley High School",="General Education - Teachers and Instructors",="Certified",27.1
,="Shepaug Valley Middle School",="General Education - Teachers and Instructors",="Certified",20.3
,="The Burnham School",="General Education - Teachers and Instructors",="Certified",8.8
,="Washington Primary School",="General Education - Teachers and Instructors",="Certified",13.7
="Regional School District 13",="Coginchaug Regional High School",="General Education - Teachers and Instructors",="Certified",44.1
,="Francis E. Korn School",="General Education - Teachers and Instructors",="Certified",12.1
,="Frank Ward Strong School",="General Education - Teachers and Instructors",="Certified",26.4
,="Frederick Brewster School",="General Education - Teachers and Instructors",="Certified",17.1
,="John Lyman School",="General Education - Teachers and Instructors",="Certified",19.9
,="Middlefield Memorial School",="General Education - Teachers and Instructors",="Certified",23.7
="Regional School District 14",="Bethlehem Elementary School",="General Education - Teachers and Instructors",="Certified",21.6
,="Integrated Star Preschool Program",="General Education - Teachers and Instructors",="Certified",1.5
,="Mitchell Elementary School",="General Education - Teachers and Instructors",="Certified",22.9
,="Nonnewaug High School",="General Education - Teachers and Instructors",="Certified",49.8
,="Woodbury Middle School",="General Education - Teachers and Instructors",="Certified",31.8
="Regional School District 15",="Gainfield Elementary School",="General Education - Teachers and Instructors",="Certified",25.3
,="Long Meadow Elementary School",="General Education - Teachers and Instructors",="Certified",30.2
,="Memorial Middle School",="General Education - Teachers and Instructors",="Certified",33.3
,="Middlebury Elementary School",="General Education - Teachers and Instructors",="Certified",24.9
,="Pomperaug Regional High School",="General Education - Teachers and Instructors",="Certified",87.6
,="Pomperaug School",="General Education - Teachers and Instructors",="Certified",27.3
,="Rochambeau Middle School",="General Education - Teachers and Instructors",="Certified",36.4
="Regional School District 16",="Algonquin School",="General Education - Teachers and Instructors",="Certified",24.0
,="Community School",="General Education - Teachers and Instructors",="Certified",15.6
,="Laurel Ledge School",="General Education - Teachers and Instructors",="Certified",27.9
,="Long River Middle School",="General Education - Teachers and Instructors",="Certified",39.0
,="Woodland Regional High School",="General Education - Teachers and Instructors",="Certified",57.6
="Regional School District 17",="Burr District Elementary School",="General Education - Teachers and Instructors",="Certified",21.1
,="Haddam Elementary School",="General Education - Teachers and Instructors",="Certified",20.2
,="Haddam-Killingworth High School",="General Education - Teachers and Instructors",="Certified",49.8
,="Haddam-Killingworth Middle School",="General Education - Teachers and Instructors",="Certified",51.5
,="Killingworth Elementary School",="General Education - Teachers and Instructors",="Certified",29.6
="Regional School District 18",="Center School",="General Education - Teachers and Instructors",="Certified",18.6
,="Lyme Consolidated School",="General Education - Teachers and Instructors",="Certified",10.1
,="Lyme-Old Lyme High School",="General Education - Teachers and Instructors",="Certified",37.0
,="Lyme-Old Lyme Middle School",="General Education - Teachers and Instructors",="Certified",28.0
,="Mile Creek School",="General Education - Teachers and Instructors",="Certified",17.6
="Regional School District 19",="E. O. Smith High School",="General Education - Teachers and Instructors",="Certified",89.6
="Ridgefield School District",="Barlow Mountain Elementary School",="General Education - Teachers and Instructors",="Certified",23.1
,="Branchville Elementary School",="General Education - Teachers and Instructors",="Certified",26.0
,="East Ridge Middle School",="General Education - Teachers and Instructors",="Certified",48.9
,="Farmingville Elementary School",="General Education - Teachers and Instructors",="Certified",21.1
,="Ridgebury Elementary School",="General Education - Teachers and Instructors",="Certified",23.1
,="Ridgefield High School",="General Education - Teachers and Instructors",="Certified",105.8
,="Scotland Elementary School",="General Education - Teachers and Instructors",="Certified",24.0
,="Scotts Ridge Middle School",="General Education - Teachers and Instructors",="Certified",24.3
,="Veterans Park Elementary School",="General Education - Teachers and Instructors",="Certified",22.0
="Rocky Hill School District",="Albert D. Griswold Middle School",="General Education - Teachers and Instructors",="Certified",42.0
,="Dr. Oran A. Moser School",="General Education - Teachers and Instructors",="Certified",6.6
,="Myrtle H. Stevens School",="General Education - Teachers and Instructors",="Certified",29.4
,="Rocky Hill High School",="General Education - Teachers and Instructors",="Certified",54.5
,="West Hill School",="General Education - Teachers and Instructors",="Certified",35.0
="Salem School District",="Salem Elementary School",="General Education - Teachers and Instructors",="Certified",34.5
="Salisbury School District",="Salisbury Central School",="General Education - Teachers and Instructors",="Certified",31.2
="Scotland School District",="Scotland Elementary School",="General Education - Teachers and Instructors",="Certified",11.6
="Seymour School District",="Anna L. Lopresti School",="General Education - Teachers and Instructors",="Certified",18.3
,="Bungay School",="General Education - Teachers and Instructors",="Certified",28.0
,="Paul E. Chatfield School",="General Education - Teachers and Instructors",="Certified",13.8
,="Seymour High School",="General Education - Teachers and Instructors",="Certified",41.8
,="Seymour Middle School",="General Education - Teachers and Instructors",="Certified",34.0
="Sharon School District",="Sharon Center School",="General Education - Teachers and Instructors",="Certified",22.8
="Shelton School District",="Mohegan School",="General Education - Teachers and Instructors",="Certified",21.3
,="Booth Hill School",="General Education - Teachers and Instructors",="Certified",16.7
,="Elizabeth Shelton School",="General Education - Teachers and Instructors",="Certified",24.0
,="Intermediate School",="General Education - Teachers and Instructors",="Certified",50.7
,="Long Hill School",="General Education - Teachers and Instructors",="Certified",19.5
,="Perry Hill Elementary School",="General Education - Teachers and Instructors",="Certified",44.5
,="Shelton High School",="General Education - Teachers and Instructors",="Certified",99.8
,="Sunnyside School",="General Education - Teachers and Instructors",="Certified",14.0
="Sherman School District",="Sherman School",="General Education - Teachers and Instructors",="Certified",31.5
="Side By Side Charter School District",="Side By Side Charter School",="General Education - Teachers and Instructors",="Certified",14.0
="Simsbury School District",="Central School",="General Education - Teachers and Instructors",="Certified",22.7
,="Henry James Memorial School",="General Education - Teachers and Instructors",="Certified",53.7
,="Latimer Lane School",="General Education - Teachers and Instructors",="Certified",26.3
,="Simsbury High School",="General Education - Teachers and Instructors",="Certified",97.6
,="Squadron Line School",="General Education - Teachers and Instructors",="Certified",40.2
,="Tariffville School",="General Education - Teachers and Instructors",="Certified",15.8
,="Tootin' Hills School",="General Education - Teachers and Instructors",="Certified",24.9
="Somers School District",="Mabelle B. Avery Middle School",="General Education - Teachers and Instructors",="Certified",25.2
,="Somers Elementary School",="General Education - Teachers and Instructors",="Certified",37.3
,="Somers High School",="General Education - Teachers and Instructors",="Certified",40.7
="South Windsor School District",="Pleasant Valley School",="General Education - Teachers and Instructors",="Certified",23.4
,="Eli Terry School",="General Education - Teachers and Instructors",="Certified",22.5
,="Orchard Hill School",="General Education - Teachers and Instructors",="Certified",23.3
,="Philip R. Smith School",="General Education - Teachers and Instructors",="Certified",21.6
,="South Windsor High School",="General Education - Teachers and Instructors",="Certified",98.3
,="Timothy Edwards School",="General Education - Teachers and Instructors",="Certified",73.0
,="Wapping Elementary School",="General Education - Teachers and Instructors",="Certified",18.4
="Southington School District",="John F. Kennedy Middle School",="General Education - Teachers and Instructors",="Certified",54.0
,="Derynoski Elementary School",="General Education - Teachers and Instructors",="Certified",37.4
,="Flanders Elementary School",="General Education - Teachers and Instructors",="Certified",17.6
,="Hatton Elementary School",="General Education - Teachers and Instructors",="Certified",20.2
,="Joseph A. Depaolo Middle School",="General Education - Teachers and Instructors",="Certified",53.0
,="Plantsville Elementary School",="General Education - Teachers and Instructors",="Certified",16.6
,="South End Elementary School",="General Education - Teachers and Instructors",="Certified",15.1
,="Southington High School",="General Education - Teachers and Instructors",="Certified",141.9
,="Strong Elementary School",="General Education - Teachers and Instructors",="Certified",23.7
,="Thalberg Elementary School",="General Education - Teachers and Instructors",="Certified",24.7
,="Urbin T. Kelley School",="General Education - Teachers and Instructors",="Certified",24.0
="Sprague School District",="Sayles School",="General Education - Teachers and Instructors",="Certified",26.0
="Stafford School District",="Stafford Elementary School",="General Education - Teachers and Instructors",="Certified",37.4
,="Stafford High School",="General Education - Teachers and Instructors",="Certified",35.2
,="Stafford Middle School",="General Education - Teachers and Instructors",="Certified",30.6
,="Staffordville School",="General Education - Teachers and Instructors",="Certified",9.0
,="West Stafford School",="General Education - Teachers and Instructors",="Certified",10.8
="Stamford Academy District",="Stamford Academy",="General Education - Teachers and Instructors",="Certified",11.0
="Stamford School District",="Cloonan School",="General Education - Teachers and Instructors",="Certified",40.4
,="Davenport Ridge School",="General Education - Teachers and Instructors",="Certified",37.5
,="Dolan School",="General Education - Teachers and Instructors",="Certified",44.4
,="Hart School",="General Education - Teachers and Instructors",="Certified",36.8
,="Julia A. Stark School",="General Education - Teachers and Instructors",="Certified",39.4
,="K. T. Murphy School",="General Education - Teachers and Instructors",="Certified",38.2
,="Newfield School",="General Education - Teachers and Instructors",="Certified",40.1
,="Northeast School",="General Education - Teachers and Instructors",="Certified",48.4
,="Preschool Team",="General Education - Teachers and Instructors",="Certified",6.0
,="Rippowam Middle School",="General Education - Teachers and Instructors",="Certified",52.2
,="Rogers International School",="General Education - Teachers and Instructors",="Certified",49.0
,="Roxbury School",="General Education - Teachers and Instructors",="Certified",43.6
,="Scofield Middle School",="General Education - Teachers and Instructors",="Certified",44.5
,="Springdale School",="General Education - Teachers and Instructors",="Certified",38.6
,="Stamford High School",="General Education - Teachers and Instructors",="Certified",109.2
,="Stillmeadow School",="General Education - Teachers and Instructors",="Certified",39.4
,="The Academy of Information Technology",="General Education - Teachers and Instructors",="Certified",52.4
,="Toquam Magnet School",="General Education - Teachers and Instructors",="Certified",38.8
,="Turn of River School",="General Education - Teachers and Instructors",="Certified",45.0
,="Westhill High School",="General Education - Teachers and Instructors",="Certified",132.5
,="Westover School",="General Education - Teachers and Instructors",="Certified",50.6
="Sterling School District",="Sterling Community School",="General Education - Teachers and Instructors",="Certified",32.0
="Stonington School District",="Deans Mill School",="General Education - Teachers and Instructors",="Certified",25.0
,="Mystic Middle School",="General Education - Teachers and Instructors",="Certified",28.4
,="Pawcatuck Middle School",="General Education - Teachers and Instructors",="Certified",23.2
,="Stonington High School",="General Education - Teachers and Instructors",="Certified",53.1
,="West Broad Street School",="General Education - Teachers and Instructors",="Certified",10.0
,="West Vine Street School",="General Education - Teachers and Instructors",="Certified",13.4
="Stratford School District",="Eli Whitney School",="General Education - Teachers and Instructors",="Certified",31.8
,="Bunnell High School",="General Education - Teachers and Instructors",="Certified",69.7
,="Chapel School",="General Education - Teachers and Instructors",="Certified",30.6
,="David Wooster Middle School",="General Education - Teachers and Instructors",="Certified",33.0
,="Franklin School",="General Education - Teachers and Instructors",="Certified",20.0
,="Harry B. Flood Middle School",="General Education - Teachers and Instructors",="Certified",36.0
,="Honeyspot School",="General Education - Teachers and Instructors",="Certified",6.5
,="Lordship School",="General Education - Teachers and Instructors",="Certified",13.0
,="Nichols School",="General Education - Teachers and Instructors",="Certified",24.7
,="Second Hill Lane School",="General Education - Teachers and Instructors",="Certified",37.2
,="Stratford Academy - Johnson House",="General Education - Teachers and Instructors",="Certified",35.0
,="Stratford High School",="General Education - Teachers and Instructors",="Certified",60.8
,="Wilcoxson School",="General Education - Teachers and Instructors",="Certified",23.7
="Suffield School District",="A. Ward Spaulding School",="General Education - Teachers and Instructors",="Certified",26.7
,="McAlister Intermediate School",="General Education - Teachers and Instructors",="Certified",33.7
,="Suffield High School",="General Education - Teachers and Instructors",="Certified",54.8
,="Suffield Middle School",="General Education - Teachers and Instructors",="Certified",45.0
="The Bridge Academy District",="The Bridge Academy",="General Education - Teachers and Instructors",="Certified",17.2
="The Gilbert School District",="The Gilbert School",="General Education - Teachers and Instructors",="Certified",29.8
="Thomaston School District",="Black Rock School",="General Education - Teachers and Instructors",="Certified",23.0
,="Thomaston Center School",="General Education - Teachers and Instructors",="Certified",15.6
,="Thomaston High School",="General Education - Teachers and Instructors",="Certified",36.8
="Thompson School District",="Mary R. Fisher Elementary School",="General Education - Teachers and Instructors",="Certified",32.0
,="Thompson Middle School",="General Education - Teachers and Instructors",="Certified",26.0
,="Tourtellotte Memorial High School",="General Education - Teachers and Instructors",="Certified",27.1
="Tolland School District",="Birch Grove Primary School",="General Education - Teachers and Instructors",="Certified",31.6
,="Tolland High School",="General Education - Teachers and Instructors",="Certified",56.7
,="Tolland Intermediate School",="General Education - Teachers and Instructors",="Certified",41.6
,="Tolland Middle School",="General Education - Teachers and Instructors",="Certified",43.0
="Torrington School District",="East School",="General Education - Teachers and Instructors",="Certified",25.3
,="Forbes School",="General Education - Teachers and Instructors",="Certified",27.2
,="Southwest School",="General Education - Teachers and Instructors",="Certified",23.6
,="Torringford School",="General Education - Teachers and Instructors",="Certified",36.9
,="Torrington High School",="General Education - Teachers and Instructors",="Certified",73.8
,="Torrington Middle School",="General Education - Teachers and Instructors",="Certified",68.7
,="Vogel-Wetmore School",="General Education - Teachers and Instructors",="Certified",34.0
="Trailblazers Academy District",="Trailblazers Academy",="General Education - Teachers and Instructors",="Certified",18.0
="Trumbull School District",="Booth Hill School",="General Education - Teachers and Instructors",="Certified",30.3
,="Daniels Farm School",="General Education - Teachers and Instructors",="Certified",29.2
,="Frenchtown Elementary School",="General Education - Teachers and Instructors",="Certified",39.4
,="Head Start",="General Education - Teachers and Instructors",="Certified",1.3
,="Hillcrest Middle School",="General Education - Teachers and Instructors",="Certified",46.6
,="Jane Ryan School",="General Education - Teachers and Instructors",="Certified",25.3
,="Madison Middle School",="General Education - Teachers and Instructors",="Certified",55.8
,="Middlebrook School",="General Education - Teachers and Instructors",="Certified",28.1
,="Tashua School",="General Education - Teachers and Instructors",="Certified",25.8
,="Trumbull Early Childhood Education Center",="General Education - Teachers and Instructors",="Certified",1.8
,="Trumbull High School",="General Education - Teachers and Instructors",="Certified",129.8
="Unified School District #1",="Bergin Correctional Institution",="General Education - Teachers and Instructors",="Certified",6.0
,="Bridgeport Correctional Center",="General Education - Teachers and Instructors",="Certified",1.0
,="Brooklyn Correctional Institution",="General Education - Teachers and Instructors",="Certified",1.0
,="Cheshire Correctional Institution",="General Education - Teachers and Instructors",="Certified",9.8
,="Corrigan/Radgowski Correctional Institution",="General Education - Teachers and Instructors",="Certified",6.8
,="Enfield Correctional Institution",="General Education - Teachers and Instructors",="Certified",8.0
,="Garner Correctional Institution",="General Education - Teachers and Instructors",="Certified",2.2
,="Gates Correctional Institution",="General Education - Teachers and Instructors",="Certified",6.2
,="Hartford Correctional Center",="General Education - Teachers and Instructors",="Certified",2.0
,="MacDougall/Walker Correctional Institution",="General Education - Teachers and Instructors",="Certified",11.0
,="Manson Youth Institution",="General Education - Teachers and Instructors",="Certified",26.0
,="New Haven Correctional Center",="General Education - Teachers and Instructors",="Certified",1.0
,="Osborn Correctional Institution",="General Education - Teachers and Instructors",="Certified",8.5
,="Robinson Correctional Institution",="General Education - Teachers and Instructors",="Certified",11.0
,="Willard/Cybulski Correctional Institution",="General Education - Teachers and Instructors",="Certified",3.0
,="York Correctional Institution",="General Education - Teachers and Instructors",="Certified",15.0
="Unified School District #2",="Children's Place School",="General Education - Teachers and Instructors",="Certified",3.4
,="Riverview School",="General Education - Teachers and Instructors",="Certified",4.4
,="Walter G. Cady School",="General Education - Teachers and Instructors",="Certified",15.2
="Union School District",="Union Elementary School",="General Education - Teachers and Instructors",="Certified",5.9
="Vernon School District",="Northeast School",="General Education - Teachers and Instructors",="Certified",17.4
,="Center Road School",="General Education - Teachers and Instructors",="Certified",24.6
,="Lake Street School",="General Education - Teachers and Instructors",="Certified",14.7
,="Maple Street School",="General Education - Teachers and Instructors",="Certified",19.5
,="Rockville High School",="General Education - Teachers and Instructors",="Certified",84.2
,="Skinner Road School",="General Education - Teachers and Instructors",="Certified",18.6
,="Vernon Center Middle School",="General Education - Teachers and Instructors",="Certified",64.8
="Voluntown School District",="Voluntown Elementary School",="General Education - Teachers and Instructors",="Certified",26.0
="Wallingford School District",="Highland School",="General Education - Teachers and Instructors",="Certified",22.4
,="A.R.T.S. Academy",="General Education - Teachers and Instructors",="Certified",0.1
,="Cook Hill School",="General Education - Teachers and Instructors",="Certified",21.4
,="Dag Hammarskjold Middle School",="General Education - Teachers and Instructors",="Certified",49.5
,="Evarts C. Stevens School",="General Education - Teachers and Instructors",="Certified",25.5
,="James H. Moran Middle School",="General Education - Teachers and Instructors",="Certified",54.5
,="Lyman Hall High School",="General Education - Teachers and Instructors",="Certified",77.5
,="Mark T. Sheehan High School",="General Education - Teachers and Instructors",="Certified",63.6
,="Moses Y. Beach School",="General Education - Teachers and Instructors",="Certified",22.8
,="Parker Farms School",="General Education - Teachers and Instructors",="Certified",23.3
,="Pond Hill School",="General Education - Teachers and Instructors",="Certified",25.0
,="Rock Hill School",="General Education - Teachers and Instructors",="Certified",24.1
,="Yalesville School",="General Education - Teachers and Instructors",="Certified",25.0
="Waterbury School District",="Brooklyn Elementary School",="General Education - Teachers and Instructors",="Certified",11.3
,="West Side Middle School",="General Education - Teachers and Instructors",="Certified",71.0
,="Washington School",="General Education - Teachers and Instructors",="Certified",19.0
,="B. W. Tinker School",="General Education - Teachers and Instructors",="Certified",26.2
,="Barnard School",="General Education - Teachers and Instructors",="Certified",16.3
,="Bucks Hill School",="General Education - Teachers and Instructors",="Certified",30.5
,="Bunker Hill School",="General Education - Teachers and Instructors",="Certified",25.7
,="Carrington School",="General Education - Teachers and Instructors",="Certified",31.6
,="Crosby High School",="General Education - Teachers and Instructors",="Certified",88.0
,="Driggs School",="General Education - Teachers and Instructors",="Certified",37.0
,="Enlightenment School",="General Education - Teachers and Instructors",="Certified",15.5
,="F. J. Kingsbury School",="General Education - Teachers and Instructors",="Certified",29.0
,="Gilmartin School",="General Education - Teachers and Instructors",="Certified",20.7
,="H. S. Chase School",="General Education - Teachers and Instructors",="Certified",43.0
,="Hopeville School",="General Education - Teachers and Instructors",="Certified",33.0
,="John F. Kennedy High School",="General Education - Teachers and Instructors",="Certified",81.8
,="Maloney Interdistrict Magnet School",="General Education - Teachers and Instructors",="Certified",36.0
,="Margaret M. Generali Elementary School",="General Education - Teachers and Instructors",="Certified",33.0
,="Michael F. Wallace Middle School",="General Education - Teachers and Instructors",="Certified",78.0
,="North End Middle School",="General Education - Teachers and Instructors",="Certified",70.0
,="Regan School",="General Education - Teachers and Instructors",="Certified",13.9
,="Rotella Interdistrict Magnet School",="General Education - Teachers and Instructors",="Certified",36.0
,="Special Education Preschool",="General Education - Teachers and Instructors",="Certified",8.0
,="Sprague School",="General Education - Teachers and Instructors",="Certified",26.1
,="State Street School",="General Education - Teachers and Instructors",="Certified",2.5
,="Walsh School",="General Education - Teachers and Instructors",="Certified",32.0
,="Waterbury Arts Magnet School (High)",="General Education - Teachers and Instructors",="Certified",29.8
,="Waterbury Arts Magnet School (Middle)",="General Education - Teachers and Instructors",="Certified",23.5
,="Wendell L. Cross School",="General Education - Teachers and Instructors",="Certified",20.0
,="Wilby High School",="General Education - Teachers and Instructors",="Certified",79.0
,="Woodrow Wilson School",="General Education - Teachers and Instructors",="Certified",23.3
="Waterford School District",="Clark Lane Middle School",="General Education - Teachers and Instructors",="Certified",45.2
,="Great Neck Elementary School",="General Education - Teachers and Instructors",="Certified",26.3
,="Oswegatchie Elementary School",="General Education - Teachers and Instructors",="Certified",27.7
,="Quaker Hill Elementary School",="General Education - Teachers and Instructors",="Certified",24.0
,="Waterford High School",="General Education - Teachers and Instructors",="Certified",69.3
="Watertown School District",="Fletcher W. Judson School",="General Education - Teachers and Instructors",="Certified",17.4
,="John Trumbull Primary School",="General Education - Teachers and Instructors",="Certified",32.5
,="Polk School",="General Education - Teachers and Instructors",="Certified",18.5
,="Swift Middle School",="General Education - Teachers and Instructors",="Certified",50.2
,="Watertown High School",="General Education - Teachers and Instructors",="Certified",62.5
="West Hartford School District",="Smith School",="General Education - Teachers and Instructors",="Certified",27.4
,="Aiken School",="General Education - Teachers and Instructors",="Certified",27.1
,="Braeburn School",="General Education - Teachers and Instructors",="Certified",23.5
,="Bristow Middle School",="General Education - Teachers and Instructors",="Certified",29.4
,="Bugbee School",="General Education - Teachers and Instructors",="Certified",25.0
,="Charter Oak International Academy",="General Education - Teachers and Instructors",="Certified",27.8
,="Conard High School",="General Education - Teachers and Instructors",="Certified",91.3
,="Duffy School",="General Education - Teachers and Instructors",="Certified",35.6
,="Hall High School",="General Education - Teachers and Instructors",="Certified",87.6
,="King Philip Middle School",="General Education - Teachers and Instructors",="Certified",64.1
,="Morley School",="General Education - Teachers and Instructors",="Certified",24.3
,="Norfeldt School",="General Education - Teachers and Instructors",="Certified",27.6
,="Sedgwick Middle School",="General Education - Teachers and Instructors",="Certified",62.0
,="Webster Hill School",="General Education - Teachers and Instructors",="Certified",31.6
,="Whiting Lane School",="General Education - Teachers and Instructors",="Certified",29.7
,="Wolcott School",="General Education - Teachers and Instructors",="Certified",32.1
="West Haven School District",="Washington School",="General Education - Teachers and Instructors",="Certified",24.6
,="Alma E. Pagels School",="General Education - Teachers and Instructors",="Certified",24.4
,="Carrigan 5/6 Intermediate School",="General Education - Teachers and Instructors",="Certified",58.6
,="Edith E. Mackrille School",="General Education - Teachers and Instructors",="Certified",22.2
,="Forest School",="General Education - Teachers and Instructors",="Certified",24.2
,="Harry M. Bailey Middle School",="General Education - Teachers and Instructors",="Certified",63.5
,="Savin Rock Community School",="General Education - Teachers and Instructors",="Certified",26.4
,="Seth G. Haley School",="General Education - Teachers and Instructors",="Certified",24.5
,="West Haven High School",="General Education - Teachers and Instructors",="Certified",105.2
="Westbrook School District",="Daisy Ingraham School",="General Education - Teachers and Instructors",="Certified",26.4
,="Westbrook High School",="General Education - Teachers and Instructors",="Certified",29.1
,="Westbrook Middle School",="General Education - Teachers and Instructors",="Certified",26.9
="Weston School District",="Hurlbutt Elementary School",="General Education - Teachers and Instructors",="Certified",30.2
,="Weston High School",="General Education - Teachers and Instructors",="Certified",50.8
,="Weston Intermediate School",="General Education - Teachers and Instructors",="Certified",39.0
,="Weston Middle School",="General Education - Teachers and Instructors",="Certified",42.1
="Westport School District",="Bedford Middle School",="General Education - Teachers and Instructors",="Certified",66.5
,="Coleytown Elementary School",="General Education - Teachers and Instructors",="Certified",37.0
,="Coleytown Middle School",="General Education - Teachers and Instructors",="Certified",43.5
,="Green's Farms School",="General Education - Teachers and Instructors",="Certified",37.4
,="King's Highway Elementary School",="General Education - Teachers and Instructors",="Certified",37.9
,="Long Lots School",="General Education - Teachers and Instructors",="Certified",44.9
,="Saugatuck Elementary School",="General Education - Teachers and Instructors",="Certified",40.6
,="Staples High School",="General Education - Teachers and Instructors",="Certified",128.4
,="Stepping Stones Preschool",="General Education - Teachers and Instructors",="Certified",2.4
="Wethersfield School District",="Alfred W. Hanmer School",="General Education - Teachers and Instructors",="Certified",21.3
,="Charles Wright School",="General Education - Teachers and Instructors",="Certified",18.9
,="Emerson-Williams School",="General Education - Teachers and Instructors",="Certified",23.7
,="Highcrest School",="General Education - Teachers and Instructors",="Certified",25.3
,="Samuel B. Webb Elementary School",="General Education - Teachers and Instructors",="Certified",23.7
,="Silas Deane Middle School",="General Education - Teachers and Instructors",="Certified",40.2
,="Wethersfield High School",="General Education - Teachers and Instructors",="Certified",76.4
="Willington School District",="Center School",="General Education - Teachers and Instructors",="Certified",15.8
,="Hall Memorial School",="General Education - Teachers and Instructors",="Certified",25.8
="Wilton School District",="Middlebrook School",="General Education - Teachers and Instructors",="Certified",71.0
,="Cider Mill School",="General Education - Teachers and Instructors",="Certified",66.4
,="Miller-Driscoll School",="General Education - Teachers and Instructors",="Certified",58.2
,="Wilton High School",="General Education - Teachers and Instructors",="Certified",82.1
="Winchester School District",="Batcheller Early Education Center",="General Education - Teachers and Instructors",="Certified",5.0
,="Mary P. Hinsdale School",="General Education - Teachers and Instructors",="Certified",24.0
,="Pearson Middle School",="General Education - Teachers and Instructors",="Certified",29.0
="Windham School District",="Early Headstart",="General Education - Teachers and Instructors",="Certified",5.0
,="Natchaug School",="General Education - Teachers and Instructors",="Certified",18.2
,="North Windham School",="General Education - Teachers and Instructors",="Certified",31.0
,="W. B. Sweeney School",="General Education - Teachers and Instructors",="Certified",22.9
,="Windham Center School",="General Education - Teachers and Instructors",="Certified",19.1
,="Windham Early Childhood Prospect Street",="General Education - Teachers and Instructors",="Certified",4.0
,="Windham High School",="General Education - Teachers and Instructors",="Certified",59.2
,="Windham Middle School",="General Education - Teachers and Instructors",="Certified",61.0
="Windsor Locks School District",="North Street School",="General Education - Teachers and Instructors",="Certified",28.2
,="South Elementary School",="General Education - Teachers and Instructors",="Certified",27.4
,="Windsor Locks High School",="General Education - Teachers and Instructors",="Certified",37.8
,="Windsor Locks Middle School",="General Education - Teachers and Instructors",="Certified",32.1
="Windsor School District",="Clover Street School",="General Education - Teachers and Instructors",="Certified",20.2
,="John F. Kennedy School",="General Education - Teachers and Instructors",="Certified",20.7
,="Oliver Ellsworth School",="General Education - Teachers and Instructors",="Certified",28.6
,="Poquonock Elementary School",="General Education - Teachers and Instructors",="Certified",20.3
,="Roger Wolcott Early Child Center",="General Education - Teachers and Instructors",="Certified",8.4
,="Sage Park Middle School",="General Education - Teachers and Instructors",="Certified",72.5
,="Windsor High School",="General Education - Teachers and Instructors",="Certified",103.5
="Wolcott School District",="Alcott School",="General Education - Teachers and Instructors",="Certified",21.9
,="Frisbie School",="General Education - Teachers and Instructors",="Certified",24.5
,="Tyrrell Middle School",="General Education - Teachers and Instructors",="Certified",44.9
,="Wakelee School",="General Education - Teachers and Instructors",="Certified",26.1
,="Wolcott High School",="General Education - Teachers and Instructors",="Certified",58.0
="Woodbridge School District",="Beecher Road Intermediate School",="General Education - Teachers and Instructors",="Certified",30.5
,="Beecher Road Primary School",="General Education - Teachers and Instructors",="Certified",25.0
="Woodstock Academy District",="Woodstock Academy",="General Education - Teachers and Instructors",="Certified",74.4
="Woodstock School District",="Woodstock Elementary School",="General Education - Teachers and Instructors",="Certified",28.2
,="Woodstock Middle School",="General Education - Teachers and Instructors",="Certified",27.9

